,Ensembl,Symbol,s22mo_AR_F-s28mo_AR_F_logFC,s22mo_AR_F-s28mo_AR_F_logCPM,s22mo_AR_F-s28mo_AR_F_LR,s22mo_AR_F-s28mo_AR_F_PValue,s22mo_AR_F-s28mo_AR_F_FDR,s22mo_AR_F-s28mo_AR_F_Status,Description
9229,ENSMUSG00000042045,Sln,-2.2173723815, 3.0470731,109.5268273021008,0.00000000000000000000000012441,0.000000000000000000001786,DOWN,sarcolipin
2657,ENSMUSG00000022096,Hr, 1.3958335993, 6.4936691, 96.6660675320160,0.00000000000000000000008206370,0.000000000000000000589053,UP,lysine demethylase and nuclear receptor corepressor
3553,ENSMUSG00000024803,Ankrd1,-1.2412872271, 4.8684400, 69.1912406145081,0.00000000000000008936405706735,0.000000000000427636801086,DOWN,ankyrin repeat domain 1 (cardiac muscle)
7631,ENSMUSG00000035963,Odf3l2, 1.1109620269, 4.6629463, 50.0203075825703,0.00000000000152163003824671637,0.000000005461130207267465,UP,outer dense fiber of sperm tails 3-like 2
2162,ENSMUSG00000020889,Nr1d1,-1.2206906686, 6.1495846, 45.9433906252897,0.00000000001217198900412034773,0.000000034948214828630341,DOWN,nuclear receptor subfamily 1, group D, member 1
3021,ENSMUSG00000022893,Adamts1,-0.7607959388, 5.2995521, 39.7260348456145,0.00000000029220421012562823343,0.000000699147273427253124,DOWN,a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 1
12253,ENSMUSG00000072949,Acot1,-1.2543192289, 3.3743284, 35.9078458833286,0.00000000206873991086793150532,0.000004242690022917145745,DOWN,acyl-CoA thioesterase 1
5495,ENSMUSG00000029361,Nos1, 0.6509025915, 6.5986614, 34.2920962290070,0.00000000474304111354560254849,0.000007565677580673407953,UP,nitric oxide synthase 1, neuronal
7272,ENSMUSG00000034457,Eda2r,-1.4255692606, 5.9084964, 34.3219172702779,0.00000000467091810037386211440,0.000007565677580673407953,DOWN,ectodysplasin A2 receptor
5891,ENSMUSG00000030433,Sbk2,-0.6388750105, 5.2478451, 30.5962028114777,0.00000003177149453843237384995,0.000045611157559373514785,DOWN,SH3-binding domain kinase family, member 2
6943,ENSMUSG00000033083,Tbc1d4,-0.6294484437, 5.7777392, 30.1255516377882,0.00000004049602746043092993377,0.000052850997292904214537,DOWN,TBC1 domain family, member 4
10345,ENSMUSG00000050069,Grem2, 1.2284088462, 1.8313963, 29.3912876770764,0.00000005914293217973320528831,0.000070754661197687483405,UP,gremlin 2, DAN family BMP antagonist
11683,ENSMUSG00000063388,BC023105,-0.7845500415, 4.5477578, 29.1639306991537,0.00000006650583557469796843472,0.000073442905808489541216,DOWN,cDNA sequence BC023105
10851,ENSMUSG00000054640,Slc8a1,-0.8033591612, 4.0768108, 28.7198357096497,0.00000008364261081601676268268,0.000085769522919624036268,DOWN,solute carrier family 8 (sodium/calcium exchanger), member 1
192,ENSMUSG00000001473,Tubb6,-0.9750553866, 4.3244290, 27.3810196479344,0.00000016706294543719415402936,0.000141079743805668189572,DOWN,tubulin, beta 6 class V
8391,ENSMUSG00000038712,Mindy1,-0.6197684889, 5.3351489, 27.4307850356620,0.00000016281859346226773098099,0.000141079743805668189572,DOWN,MINDY lysine 48 deubiquitinase 1
12680,ENSMUSG00000079363,Gbp4,-1.5514142822, 3.2298695, 27.5937072744170,0.00000014966488099128416556205,0.000141079743805668189572,DOWN,guanylate binding protein 4
9144,ENSMUSG00000041669,Prima1, 1.1705858661, 1.8585491, 26.9011611655917,0.00000021413019537081913107818,0.000170780726930193300960,UP,proline rich membrane anchor 1
9717,ENSMUSG00000045211,Nudt18, 0.6911691487, 4.0269501, 26.2731928246545,0.00000029637408507986763138447,0.000223934019231925257425,UP,nudix (nucleoside diphosphate linked moiety X)-type motif 18
12625,ENSMUSG00000078922,Tgtp1,-2.0905200288, 1.7721758, 24.9989486902232,0.00000057361582977264411287128,0.000411741442610803938269,DOWN,T cell specific GTPase 1
13054,ENSMUSG00000087410,2310065F04Rik, 0.5725281676, 5.4665876, 24.4599743306999,0.00000075869710375252790367332,0.000518659791498632893013,UP,RIKEN cDNA 2310065F04 gene
12406,ENSMUSG00000074622,Mafb, 0.8244936736, 4.5238745, 24.3267241692749,0.00000081303225964786247752654,0.000530540505432032408022,UP,v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)
