,Ensembl,Symbol,s06mo_AR_F-s28mo_AR_F_logFC,s06mo_AR_F-s28mo_AR_F_logCPM,s06mo_AR_F-s28mo_AR_F_LR,s06mo_AR_F-s28mo_AR_F_PValue,s06mo_AR_F-s28mo_AR_F_FDR,s06mo_AR_F-s28mo_AR_F_Status,Description
2690,ENSMUSG00000022206,Npr3,-1.3493272499, 4.115670559,97.10029696149248,0.000000000000000000000065903,0.00000000000000000048275,DOWN,natriuretic peptide receptor 3
13814,ENSMUSG00000108815,Gm49388,-6.4567039219, 0.899654649,97.03794077621875,0.000000000000000000000068012,0.00000000000000000048275,DOWN,predicted gene, 49388
1879,ENSMUSG00000020340,Cyfip2,-1.8323961409, 3.371836548,95.09368389647551,0.000000000000000000000181585,0.00000000000000000085926,DOWN,cytoplasmic FMR1 interacting protein 2
9154,ENSMUSG00000042045,Sln,-2.2248140459, 3.010380282,84.82498510434040,0.000000000000000000032597897,0.00000000000000011438215,DOWN,sarcolipin
12261,ENSMUSG00000074264,Amy1,-1.0975364557, 5.851808567,84.40627301234495,0.000000000000000000040286754,0.00000000000000011438215,DOWN,amylase 1, salivary
408,ENSMUSG00000002997,Prkar2b,-1.8192484046, 2.930686517,81.02714479174384,0.000000000000000000222638414,0.00000000000000052676249,DOWN,protein kinase, cAMP dependent regulatory, type II beta
4641,ENSMUSG00000027513,Pck1,-2.1619743533, 4.698751270,80.53475825009487,0.000000000000000000285636142,0.00000000000000057927010,DOWN,phosphoenolpyruvate carboxykinase 1, cytosolic
11246,ENSMUSG00000059824,Dbp, 0.9612682766, 6.046704760,77.15998576520269,0.000000000000000001576555087,0.00000000000000279759700,UP,D site albumin promoter binding protein
9759,ENSMUSG00000046275,Trarg1,-1.7654764441, 2.707621428,76.30885511972691,0.000000000000000002425936240,0.00000000000000382651010,DOWN,trafficking regulator of GLUT4 (SLC2A4) 1
3526,ENSMUSG00000024803,Ankrd1,-1.5952927955, 4.733218929,72.51963728514752,0.000000000000000016537813467,0.00000000000002347708000,DOWN,ankyrin repeat domain 1 (cardiac muscle)
7355,ENSMUSG00000034957,Cebpa,-1.2455168944, 3.816023122,71.63123077495254,0.000000000000000025941801187,0.00000000000003347907360,DOWN,CCAAT/enhancer binding protein (C/EBP), alpha
5461,ENSMUSG00000029368,Alb,-4.5148394987, 2.269188649,71.01335456993726,0.000000000000000035481505467,0.00000000000003999534553,DOWN,albumin
9088,ENSMUSG00000041737,Tmem45b,-2.5793991435, 2.426715840,70.95073228811566,0.000000000000000036625774298,0.00000000000003999534553,DOWN,transmembrane protein 45b
11974,ENSMUSG00000070498,Tmem132b,-2.2588393205, 1.531119208,70.22357121153603,0.000000000000000052949944861,0.00000000000005369124409,DOWN,transmembrane protein 132B
1070,ENSMUSG00000012705,Retn,-1.5587575570, 2.674240432,69.82789502037004,0.000000000000000064711238385,0.00000000000006124271601,DOWN,resistin
8424,ENSMUSG00000039081,Zfp503, 1.1478412181, 4.659228513,68.82940231070080,0.000000000000000107360072015,0.00000000000009525522390,UP,zinc finger protein 503
10937,ENSMUSG00000056501,Cebpb,-1.2532932732, 5.739639514,66.98647684262556,0.000000000000000273375991679,0.00000000000022828503399,DOWN,CCAAT/enhancer binding protein (C/EBP), beta
12161,ENSMUSG00000073418,C4b,-1.5991746669, 3.692310024,65.80487036238205,0.000000000000000497850562773,0.00000000000039263814384,DOWN,complement component 4B (Chido blood group)
12401,ENSMUSG00000076609,Igkc,-5.6627780562, 2.474077392,65.46290102319134,0.000000000000000592183069903,0.00000000000044245425581,DOWN,immunoglobulin kappa constant
11857,ENSMUSG00000068614,Actc1, 2.3448354919, 7.179147793,64.59343832002475,0.000000000000000920614305810,0.00000000000065345203426,UP,actin, alpha, cardiac muscle 1
6738,ENSMUSG00000032554,Trf,-1.3142896352, 5.087611030,61.28315718481741,0.000000000000004942907731576,0.00000000000334140562655,DOWN,transferrin
9323,ENSMUSG00000042734,Ttc9,-1.2955373687, 3.494584642,60.88734270174142,0.000000000000006043616347735,0.00000000000389978080329,DOWN,tetratricopeptide repeat domain 9
