,Ensembl,Symbol,s28mo_AR_F-s06mo_AR_F_logFC,s28mo_AR_F-s06mo_AR_F_logCPM,s28mo_AR_F-s06mo_AR_F_LR,s28mo_AR_F-s06mo_AR_F_PValue,s28mo_AR_F-s06mo_AR_F_FDR,s28mo_AR_F-s06mo_AR_F_Status,Description
2690,ENSMUSG00000022206,Npr3, 1.3493272499, 4.115670559,97.10029696149313,0.000000000000000000000065903,0.00000000000000000048275,UP,natriuretic peptide receptor 3
13814,ENSMUSG00000108815,Gm49388, 6.4567039219, 0.899654649,97.03794077621903,0.000000000000000000000068012,0.00000000000000000048275,UP,predicted gene, 49388
1879,ENSMUSG00000020340,Cyfip2, 1.8323961409, 3.371836548,95.09368389647614,0.000000000000000000000181585,0.00000000000000000085926,UP,cytoplasmic FMR1 interacting protein 2
9154,ENSMUSG00000042045,Sln, 2.2248140459, 3.010380282,84.82498510434080,0.000000000000000000032597897,0.00000000000000011438215,UP,sarcolipin
12261,ENSMUSG00000074264,Amy1, 1.0975364557, 5.851808567,84.40627301234530,0.000000000000000000040286754,0.00000000000000011438215,UP,amylase 1, salivary
408,ENSMUSG00000002997,Prkar2b, 1.8192484046, 2.930686517,81.02714479174435,0.000000000000000000222638414,0.00000000000000052676249,UP,protein kinase, cAMP dependent regulatory, type II beta
4641,ENSMUSG00000027513,Pck1, 2.1619743533, 4.698751270,80.53475825009538,0.000000000000000000285636142,0.00000000000000057927010,UP,phosphoenolpyruvate carboxykinase 1, cytosolic
11246,ENSMUSG00000059824,Dbp,-0.9612682766, 6.046704760,77.15998576520178,0.000000000000000001576555087,0.00000000000000279759700,DOWN,D site albumin promoter binding protein
9759,ENSMUSG00000046275,Trarg1, 1.7654764441, 2.707621428,76.30885511972733,0.000000000000000002425936240,0.00000000000000382651010,UP,trafficking regulator of GLUT4 (SLC2A4) 1
3526,ENSMUSG00000024803,Ankrd1, 1.5952927955, 4.733218929,72.51963728514835,0.000000000000000016537813467,0.00000000000002347708000,UP,ankyrin repeat domain 1 (cardiac muscle)
7355,ENSMUSG00000034957,Cebpa, 1.2455168944, 3.816023122,71.63123077495325,0.000000000000000025941801187,0.00000000000003347907360,UP,CCAAT/enhancer binding protein (C/EBP), alpha
5461,ENSMUSG00000029368,Alb, 4.5148394987, 2.269188649,71.01335456993739,0.000000000000000035481505467,0.00000000000003999534553,UP,albumin
9088,ENSMUSG00000041737,Tmem45b, 2.5793991435, 2.426715840,70.95073228811611,0.000000000000000036625774298,0.00000000000003999534553,UP,transmembrane protein 45b
11974,ENSMUSG00000070498,Tmem132b, 2.2588393205, 1.531119208,70.22357121153632,0.000000000000000052949944861,0.00000000000005369124409,UP,transmembrane protein 132B
1070,ENSMUSG00000012705,Retn, 1.5587575570, 2.674240432,69.82789502037045,0.000000000000000064711238385,0.00000000000006124271601,UP,resistin
